date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-18,LB-015,115,Lumiere Riverbend Square,LUM,Lumière,MW-1,Midwest,US,USD,Open,Y,DAY,5518.43,5518.43,6361.9,583.03,260.44,-0.171387,6487.4,0.850638,106,340,52.06066,16.230676,3.207547,-0.005893,0.000589,0.006521,712,0.148876,17,752.28,0.042327
2026-07-18,LB-016,116,Lumiere Northgate Pavilion,BOT,Botanica,MW-2,Midwest,US,USD,Open,Y,NONE,7435.58,7435.58,8883.13,1062.3,385.25,0.102927,0,,86,202,86.460233,36.809802,2.348837,-0.015004,0.000329,0.015566,468,0.183761,13,955.39,0.119087
2026-07-18,LB-017,117,Lumiere Prairie Gate Outlets,ATN,Atelier Noir,MW-2,Midwest,US,USD,Open,Y,WEEK,4600.87,4600.87,5671.31,813.15,257.29,0.096006,0,,82,164,56.108171,28.054085,2,-0.050633,0.002445,0.055908,491,0.167006,14,667.69,0.056954
2026-07-18,LB-018,118,Lumiere Desert Bloom Galleria,LUM,Lumière,SW-1,Southwest,US,USD,Open,Y,DAY,10375.85,10375.85,12216.66,1124.88,715.93,-0.023626,10832.4,0.957853,144,364,72.054514,28.505082,2.527778,0.039198,0.003496,-0.034355,767,0.187744,22,1347.42,0.091019
2026-07-18,LB-019,119,Lumiere Alamo Heights Market,ATN,Atelier Noir,SW-1,Southwest,US,USD,Open,Y,WEEK,9693.06,9693.06,12065.81,1535.37,837.38,0.016665,0,,200,509,48.4653,19.04334,2.545,-0.001265,0.001415,0.002684,1308,0.152905,34,1400.65,0.058166
2026-07-18,LB-020,120,Lumiere Cypress Crossing,BOT,Botanica,SW-2,Southwest,US,USD,Open,Y,NONE,5543.4,5543.4,6642.17,780.28,318.49,0.031465,0,,94,182,58.97234,30.458242,1.93617,0.036421,-0.001455,-0.036544,494,0.190283,14,701.77,0.083539
2026-07-18,LB-021,121,Lumiere Santa Rosa Plaza,LUM,Lumière,SW-2,Southwest,US,USD,Open,Y,DAY,3100.87,3100.87,3868.72,556.53,211.32,-0.125096,3321.94,0.933452,38,111,81.601842,27.935766,2.921053,0.046711,-0.009977,-0.054158,215,0.176744,6,416.17,0.058058
2026-07-18,LB-022,122,Lumiere Pacific Heights Court,LUM,Lumière,WE-1,West,US,USD,Open,Y,DAY,21771.76,21771.76,26786.36,3880.52,1134.08,0.272059,16850.4,1.292062,295,729,73.802576,29.86524,2.471186,-0.041279,0.000399,0.043472,1314,0.224505,43,2697.48,0.07796
2026-07-18,LB-023,123,Lumiere Cascade Commons,BOT,Botanica,WE-1,West,US,USD,Opening Soon,N,NONE,12082.49,12082.49,14146.52,1473.5,590.53,,0,,253,812,47.756877,14.879914,3.209486,,,,1296,0.195216,43,1745.51,0.06805
2026-07-18,LB-024,124,Lumiere Sunfield Galleria,ATN,Atelier Noir,WE-2,West,US,USD,Open,Y,WEEK,12709.6,12709.6,15809.19,2221.36,878.23,-0.175311,0,,172,451,73.893023,28.180931,2.622093,-0.008372,-0.002702,0.005718,690,0.249275,27,1695.84,0.076248
2026-07-18,LB-025,125,Lumiere Silver Mesa Mall,LUM,Lumière,WE-2,West,US,USD,Open,N,DAY,5343.31,5343.31,6417.86,655.05,419.5,,4958.83,1.077534,63,159,84.814444,33.605723,2.52381,,,,296,0.212838,11,793.02,0.105407
2026-07-18,LB-026,126,Lumiere Bloor Court,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,15683.74,11617.59,14718.19,2202.39,898.21,0.236682,9468.32,1.226996,181,405,64.18558,28.685407,2.237569,-0.013036,-0.002455,0.010721,1041,0.173871,29,1582.17,0.087491
2026-07-18,LB-027,127,Lumiere Queen West Pavilion,ATN,Atelier Noir,CA-1,Canada,CA,CAD,Open,Y,WEEK,8419.42,6236.61,7811.21,1201.2,373.41,0.058784,0,,84,210,74.245357,29.698143,2.5,0.007653,-0.004239,-0.011801,341,0.246334,12,757.3,0.056744
2026-07-18,LB-028,128,Lumiere Pacific Centre Walk,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,15009.96,11118.49,12860.14,1109.44,632.21,0.275514,9652.57,1.151868,196,578,56.72699,19.236142,2.94898,0.025153,0.00219,-0.0224,944,0.207627,30,1446.54,0.083587
2026-07-18,LB-029,129,Lumiere Sainte-Catherine Row,BOT,Botanica,CA-1,Canada,CA,CAD,Open,Y,NONE,8718.07,6457.83,7685.36,876.47,351.06,-0.044428,0,,143,270,45.15965,23.917889,1.888112,0.04508,0.002349,-0.040888,835,0.171257,22,844.49,0.121353
