date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-12,LB-016,116,Lumiere Northgate Pavilion,BOT,Botanica,MW-2,Midwest,US,USD,Open,Y,NONE,5070.4,5070.4,6353.6,960.07,323.13,-0.001308,0,,58,136,87.42069,37.282353,2.344828,325,0.178462,10,743.08,0.126002
2026-07-12,LB-017,117,Lumiere Prairie Gate Outlets,ATN,Atelier Noir,MW-2,Midwest,US,USD,Open,Y,WEEK,3380.01,3380.01,4136.91,576.81,180.09,0.10064,0,,60,123,56.3335,27.479756,2.05,357,0.168067,9,430.95,0.029577
2026-07-12,LB-018,118,Lumiere Desert Bloom Galleria,LUM,Lumière,SW-1,Southwest,US,USD,Open,Y,DAY,8107.37,8107.37,10088.29,1348.96,631.96,0.123211,7844.15,1.033556,113,277,71.746637,29.268484,2.451327,608,0.185855,19,1158.71,0.138579
2026-07-12,LB-019,119,Lumiere Alamo Heights Market,ATN,Atelier Noir,SW-1,Southwest,US,USD,Open,Y,WEEK,8199.36,8199.36,9769.1,1134.08,435.66,0.150879,0,,169,430,48.516923,19.068279,2.544379,1096,0.154197,28,1154.7,0.123017
2026-07-12,LB-020,120,Lumiere Cypress Crossing,BOT,Botanica,SW-2,Southwest,US,USD,Open,Y,NONE,4084.63,4084.63,5249.45,832.28,332.54,0.021998,0,,69,130,59.197536,31.420231,1.884058,366,0.188525,10,503.18,0.102567
2026-07-12,LB-021,121,Lumiere Santa Rosa Plaza,LUM,Lumière,SW-2,Southwest,US,USD,Open,Y,DAY,2244.95,2244.95,2819.57,396.42,178.2,0.066302,2405.54,0.933242,27,77,83.146296,29.155195,2.851852,151,0.178808,4,282.7,0.096403
2026-07-12,LB-022,122,Lumiere Pacific Heights Court,LUM,Lumière,WE-1,West,US,USD,Open,Y,DAY,12298.35,12298.35,15179.33,2273.16,607.82,-0.012477,12202.01,1.007895,167,424,73.642814,29.005542,2.538922,763,0.218873,25,1564.91,0.081065
2026-07-12,LB-023,123,Lumiere Cascade Commons,BOT,Botanica,WE-1,West,US,USD,Opening Soon,N,NONE,9727.21,9727.21,12228.82,1893.45,608.16,,0,,204,641,47.682402,15.175055,3.142157,1044,0.195402,30,1215.9,0.076222
2026-07-12,LB-024,124,Lumiere Sunfield Galleria,ATN,Atelier Noir,WE-2,West,US,USD,Open,Y,WEEK,10176.27,10176.27,12454.37,1688.3,589.8,-0.081572,0,,137,361,74.279343,28.189114,2.635036,554,0.247292,20,1262.75,0.100367
2026-07-12,LB-025,125,Lumiere Silver Mesa Mall,LUM,Lumière,WE-2,West,US,USD,Open,N,DAY,3573.73,3573.73,4169.29,354.43,241.13,,3590.88,0.995224,42,107,85.08881,33.399346,2.547619,197,0.213198,7,506.28,0.03596
2026-07-12,LB-026,126,Lumiere Bloor Court,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,9532.84,7061.36,8622.58,976.21,585.01,0.066638,6856.37,1.029898,110,247,64.194182,28.588502,2.245455,617,0.178282,18,982.17,0.125685
2026-07-12,LB-027,127,Lumiere Queen West Pavilion,ATN,Atelier Noir,CA-1,Canada,CA,CAD,Open,Y,WEEK,6868.79,5087.99,6287.81,905.07,294.76,0.136906,0,,69,174,73.738986,29.241322,2.521739,286,0.241259,12,752.14,0.094096
2026-07-12,LB-028,128,Lumiere Pacific Centre Walk,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,11181.3,8282.44,10383.97,1659.84,441.68,0.300455,6989.79,1.184934,146,422,56.729041,19.626635,2.890411,691,0.211288,22,1060.84,0.06339
2026-07-12,LB-029,129,Lumiere Sainte-Catherine Row,BOT,Botanica,CA-1,Canada,CA,CAD,Open,Y,NONE,5966.24,4419.44,5222.41,528.47,274.5,-0.06101,0,,98,181,45.096327,24.416796,1.846939,562,0.174377,17,651.64,0.048454
