date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-17,LB-011,111,Lumiere Bluegrass Commons,BOT,Botanica,SE-2,Southeast,US,USD,Open,Y,NONE,6382.96,6382.96,7609.8,715.6,511.24,0.199863,0,,94,318,67.90383,20.072201,3.382979,-0.022695,-0.004369,0.018752,443,0.21219,15,865.77,0.088689
2026-07-17,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,3152.87,3152.87,3883.52,532.58,198.07,-0.057348,0,,54,141,58.386481,22.36078,2.611111,0.005631,-0.004978,-0.010549,224,0.241071,9,446.66,0
2026-07-17,LB-014,114,Lumiere Copper Row,ATN,Atelier Noir,MW-1,Midwest,US,USD,Open,Y,WEEK,6575.1,6575.1,8033.02,784.76,673.16,-0.055908,0,,106,194,62.029245,33.892268,1.830189,-0.055386,-0.002469,0.05602,443,0.239278,17,896.32,0.048637
2026-07-17,LB-015,115,Lumiere Riverbend Square,LUM,Lumière,MW-1,Midwest,US,USD,Open,Y,DAY,4683.81,4683.81,5666.55,686.97,295.77,-0.16146,5368.88,0.8724,90,284,52.042333,16.492289,3.155556,-0.02069,0.006248,0.027507,619,0.145396,15,663.54,0.099248
2026-07-17,LB-016,116,Lumiere Northgate Pavilion,BOT,Botanica,MW-2,Midwest,US,USD,Open,Y,NONE,5994.15,5994.15,7343.29,918.16,430.98,0.011024,0,,69,166,86.871739,36.109337,2.405797,-0.002474,-0.003628,-0.001157,374,0.184492,11,812.25,0.131168
2026-07-17,LB-017,117,Lumiere Prairie Gate Outlets,ATN,Atelier Noir,MW-2,Midwest,US,USD,Open,Y,WEEK,3955.34,3955.34,4912.27,733.49,223.44,0.207638,0,,71,145,55.709014,27.278207,2.042254,-0.021069,-0.013479,0.007753,420,0.169048,12,568.23,0.016924
2026-07-17,LB-018,118,Lumiere Desert Bloom Galleria,LUM,Lumière,SW-1,Southwest,US,USD,Open,Y,DAY,9682.59,9682.59,11524.43,1357.99,483.85,0.208104,8964.74,1.080075,135,329,71.722889,29.430365,2.437037,0.018463,0.002279,-0.015891,725,0.186207,21,1280.25,0.040557
2026-07-17,LB-019,119,Lumiere Alamo Heights Market,ATN,Atelier Noir,SW-1,Southwest,US,USD,Open,Y,WEEK,8580.11,8580.11,10669.05,1490.15,598.79,0.119337,0,,177,451,48.475198,19.024634,2.548023,-0.003496,-0.000818,0.002688,1131,0.156499,27,1112.51,0.071775
2026-07-17,LB-020,120,Lumiere Cypress Crossing,BOT,Botanica,SW-2,Southwest,US,USD,Open,Y,NONE,4797.16,4797.16,5691.74,575.06,319.52,0.142717,0,,81,151,59.224198,31.769272,1.864198,-0.040884,0.001641,0.044337,430,0.188372,12,604.09,0.072595
2026-07-17,LB-021,121,Lumiere Santa Rosa Plaza,LUM,Lumière,SW-2,Southwest,US,USD,Open,Y,DAY,2541.66,2541.66,2953.73,271.81,140.26,-0.023734,2749.19,0.924512,31,90,81.989032,28.240667,2.903226,0.020915,0.007759,-0.012886,177,0.175141,5,348.45,0.029457
2026-07-17,LB-022,122,Lumiere Pacific Heights Court,LUM,Lumière,WE-1,West,US,USD,Open,Y,DAY,16384.52,16384.52,19224.46,1777.63,1062.31,0.245814,13945.15,1.174926,222,578,73.804144,28.34692,2.603604,0.034468,-0.001104,-0.034387,985,0.225381,37,2321.14,0.075023
2026-07-17,LB-023,123,Lumiere Cascade Commons,BOT,Botanica,WE-1,West,US,USD,Opening Soon,N,NONE,10611.11,10611.11,13050.68,1695.68,743.89,,0,,222,714,47.797793,14.861499,3.216216,,,,1121,0.198037,35,1421.98,0.071391
2026-07-17,LB-024,124,Lumiere Sunfield Galleria,ATN,Atelier Noir,WE-2,West,US,USD,Open,Y,WEEK,10605.93,10605.93,13442.59,1937.73,898.93,-0.096561,0,,143,383,74.167343,27.691723,2.678322,0.024636,-0.001795,-0.025796,590,0.242373,23,1449.97,0.075173
2026-07-17,LB-025,125,Lumiere Silver Mesa Mall,LUM,Lumière,WE-2,West,US,USD,Open,N,DAY,4054.2,4054.2,4758.66,471.67,232.79,,4103.86,0.987899,48,123,84.4625,32.960976,2.5625,,,,222,0.216216,8,574.34,0.046919
2026-07-17,LB-026,126,Lumiere Bloor Court,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,11184.95,8285.15,10096.57,1192.8,618.62,0.102985,7835.85,1.057339,129,286,64.225969,28.969056,2.217054,-0.02115,0.000382,0.021996,746,0.172922,19,1037.25,0.111792
2026-07-17,LB-027,127,Lumiere Queen West Pavilion,ATN,Atelier Noir,CA-1,Canada,CA,CAD,Open,Y,WEEK,6851.24,5074.99,6140.11,687.15,377.97,-0.060945,0,,68,174,74.632206,29.166609,2.558824,-0.011671,0.008103,0.020008,281,0.241993,11,697.81,0.060235
2026-07-17,LB-028,128,Lumiere Pacific Centre Walk,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,12727.52,9427.79,11327.66,1342.12,557.75,0.212609,7988.33,1.180195,166,476,56.793916,19.806282,2.86747,-0.032405,0.000768,0.034284,796,0.208543,26,1255.15,0.076871
2026-07-17,LB-029,129,Lumiere Sainte-Catherine Row,BOT,Botanica,CA-1,Canada,CA,CAD,Open,Y,NONE,6969.77,5162.79,6071.33,582.59,325.95,0.091158,0,,114,208,45.287632,24.821106,1.824561,0.003031,0.005014,0.001977,664,0.171687,17,654.41,0
