date,entity_id,store_number,store_name,brand_id,brand_name,district_id,region,affiliate_id,currency,store_status,comp_eligible,plan_grain,net_sales_local,net_sales_usd,gross_sales_usd,discounts_usd,returns_usd,comp_pct,plan_usd,plan_attainment,transactions,units,ast_usd,aus_usd,upt,upt_vs_ly,ast_vs_ly,aus_vs_ly,traffic,conversion,new_customers,new_customer_sales_usd,omni_penetration
2026-07-23,LB-012,112,Lumiere Old Harbour Walk,ATN,Atelier Noir,SE-2,Southeast,US,USD,Open,Y,WEEK,2638.32,2638.32,3282.14,493.68,150.14,0.114174,0,,45,117,58.629333,22.549744,2.6,0.00566,0.015137,0.009423,186,0.241935,7,348.84,0.121687
2026-07-23,LB-014,114,Lumiere Copper Row,ATN,Atelier Noir,MW-1,Midwest,US,USD,Open,Y,WEEK,5649.59,5649.59,6900.42,604.39,646.44,-0.028165,0,,91,175,62.083407,32.283371,1.923077,0.016171,-0.006806,-0.022611,387,0.235142,15,791.56,0.104179
2026-07-23,LB-015,115,Lumiere Riverbend Square,LUM,Lumière,MW-1,Midwest,US,USD,Open,Y,DAY,3947.54,3947.54,4851.48,693.98,209.96,-0.064442,4250.37,0.928752,76,253,51.941316,15.602925,3.328947,0.017527,-0.002892,-0.020068,514,0.14786,11,485.65,0.019144
2026-07-23,LB-016,116,Lumiere Northgate Pavilion,BOT,Botanica,MW-2,Midwest,US,USD,Open,Y,NONE,4365.84,4365.84,5323.62,667.48,290.3,-0.084662,0,,50,115,87.3168,37.963826,2.3,-0.026923,0.006871,0.034729,274,0.182482,7,519.53,0.0375
2026-07-23,LB-017,117,Lumiere Prairie Gate Outlets,ATN,Atelier Noir,MW-2,Midwest,US,USD,Open,Y,WEEK,2869.76,2869.76,3296.92,282.67,144.49,-0.000157,0,,51,106,56.269804,27.073208,2.078431,0.029126,-0.000157,-0.028454,305,0.167213,9,430.46,0.109358
2026-07-23,LB-018,118,Lumiere Desert Bloom Galleria,LUM,Lumière,SW-1,Southwest,US,USD,Open,Y,DAY,7663.43,7663.43,9403.84,1114.01,626.4,0.030823,7097.09,1.079799,107,264,71.620841,29.028144,2.46729,0.020606,-0.007712,-0.027746,577,0.185442,16,974.04,0.147664
2026-07-23,LB-019,119,Lumiere Alamo Heights Market,ATN,Atelier Noir,SW-1,Southwest,US,USD,Open,Y,WEEK,6743.72,6743.72,8528.1,1269.07,515.31,0.081277,0,,139,344,48.515971,19.603837,2.47482,-0.041286,0.003487,0.046701,911,0.15258,24,989.73,0.022456
2026-07-23,LB-020,120,Lumiere Cypress Crossing,BOT,Botanica,SW-2,Southwest,US,USD,Open,Y,NONE,3694.01,3694.01,4278.67,407.39,177.27,0.154822,0,,63,119,58.635079,31.042101,1.888889,-0.009709,-0.010153,-0.000448,332,0.189759,10,498.4,0.063522
2026-07-23,LB-022,122,Lumiere Pacific Heights Court,LUM,Lumière,WE-1,West,US,USD,Open,Y,DAY,13939.78,13939.78,16946.83,2218.27,788.78,0.22083,11039.91,1.262672,189,468,73.75545,29.785855,2.47619,-0.020894,0.00121,0.022576,843,0.224199,32,2006.15,0.084265
2026-07-23,LB-023,123,Lumiere Cascade Commons,BOT,Botanica,WE-1,West,US,USD,Opening Soon,N,NONE,7742.91,7742.91,9211.04,927.15,540.98,,0,,162,517,47.795741,14.976615,3.191358,,,,824,0.196602,27,1096.91,0.04626
2026-07-23,LB-024,124,Lumiere Sunfield Galleria,ATN,Atelier Noir,WE-2,West,US,USD,Open,Y,WEEK,8121.91,8121.91,9837.45,1269.62,445.92,-0.206993,0,,110,299,73.835545,27.163579,2.718182,0.047791,-0.005136,-0.050513,451,0.243902,19,1192.44,0.098158
2026-07-23,LB-025,125,Lumiere Silver Mesa Mall,LUM,Lumière,WE-2,West,US,USD,Open,N,DAY,3234.74,3234.74,4002.05,503.56,263.75,,3248.89,0.995645,38,98,85.124737,33.007551,2.578947,,,,175,0.217143,6,434.14,0.100116
2026-07-23,LB-026,126,Lumiere Bloor Court,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,9812.68,7268.65,8904.04,1105.71,529.67,0.258099,6203.38,1.171724,113,258,64.324336,28.173062,2.283186,0.017261,0.002026,-0.014977,658,0.171733,19,1038.84,0.119112
2026-07-23,LB-027,127,Lumiere Queen West Pavilion,ATN,Atelier Noir,CA-1,Canada,CA,CAD,Open,Y,WEEK,5820.68,4311.61,5054.83,425.15,318.07,0.149455,0,,58,146,74.338103,29.531575,2.517241,0.002963,0.010728,0.007742,241,0.240664,9,568.69,0.085084
2026-07-23,LB-028,128,Lumiere Pacific Centre Walk,LUM,Lumière,CA-1,Canada,CA,CAD,Open,Y,DAY,9044.89,6699.92,8499.96,1305.68,494.36,0.101997,6324.1,1.059427,118,333,56.778983,20.11988,2.822034,-0.029075,-0.000732,0.029192,549,0.214936,19,916.98,0
2026-07-23,LB-029,129,Lumiere Sainte-Catherine Row,BOT,Botanica,CA-1,Canada,CA,CAD,Open,Y,NONE,5614.09,4158.59,4823.74,425.63,239.53,0.120512,0,,92,166,45.202065,25.051747,1.804348,-0.007003,-0.001283,0.005761,541,0.170055,14,537.9,0.101741
